uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
201409401N,ACRA,J DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/4/14,2014,1/4/14,LOCAL,13,SOMMERVILLE ROAD,na,na,na,358235,na,na,27/12/17,26/8/16,86204
201409466E,ACRA,SAINTE CHAPELLE ORTHODONTICS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/4/14,2014,1/4/14,LOCAL,12,JALAN BERJAYA,na,na,THOMSON RISE ESTATE,578622,na,na,31/7/25,10/6/24,86204
201409650R,ACRA,TCS DENTAL TAMPINES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/4/14,2014,2/4/14,LOCAL,8,EU TONG SEN STREET,11,90,THE CENTRAL,59818,na,na,2/11/15,na,86204
201409845G,ACRA,RESILIENT HEALTHCARE GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,4/4/14,2014,4/4/14,LOCAL,9,SCOTTS ROAD,6,5,PACIFIC PLAZA,228210,na,na,31/7/20,10/6/20,86204
201410404W,ACRA,SMILE CARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,9/4/14,2014,9/4/14,LOCAL,168,SIXTH AVENUE,3,15,THE SIXTH AVENUE RESIDENCES,276543,na,na,9/11/15,na,86204
201410992D,ACRA,I.DENTAL INVISIBLE BRACES PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/4/14,2014,15/4/14,LOCAL,168,ROBINSON ROAD,13,4,CAPITAL TOWER,68912,na,na,31/7/25,3/7/24,86204
201411206G,ACRA,TOOTH COMPANY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/4/14,2014,17/4/14,LOCAL,140,UPPER BUKIT TIMAH ROAD,2,7-Aug,BEAUTY WORLD PLAZA,588176,na,na,31/7/25,25/7/24,86204
201412394K,ACRA,M&Y DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,30/4/14,2014,30/4/14,LOCAL,501,ORCHARD ROAD,4,9,WHEELOCK PLACE,238880,na,na,30/4/20,25/2/19,86204
201413350M,ACRA,KT DENTAL CONSULTANCY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Gazetted To Be Struck Off,Non-Active,8/5/14,2014,8/5/14,LOCAL,675,YISHUN AVENUE 4,1,4,na,760675,na,na,30/11/25,14/12/24,86204
201413987N,ACRA,BROAD SMILE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/5/14,2014,15/5/14,LOCAL,56,NEW UPPER CHANGI ROAD,1,1324,na,461056,na,na,31/7/25,21/6/24,86204
201413980W,ACRA,TOOFDOCTOR (TOA PAYOH) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/5/14,2014,15/5/14,LOCAL,1,TRAS LINK,2,7,ORCHID HOTEL,78867,na,na,31/7/25,20/6/24,86204
53262232D,ACRA,ALPHA DENTAL GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,21/5/14,2014,21/5/14,LOCAL,10,ANSON ROAD,2,40,INTERNATIONAL PLAZA,79903,na,na,na,na,86204
201414659K,ACRA,GARVY CONSULTANCY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,21/5/14,2014,21/5/14,LOCAL,158,BISHAN STREET 13,6,128,BISHAN CRESTA,570158,na,na,30/11/19,13/11/18,86204
201414731M,ACRA,JT NG CONSULTANCY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,22/5/14,2014,22/5/14,LOCAL,21,NEWTON ROAD,10,1,NEWTON 21,307954,na,na,31/1/19,13/11/17,86204
53262399A,ACRA,ORTHOTROPICS ASIA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,22/5/14,2014,22/5/14,LOCAL,435,ORCHARD ROAD,15,2,WISMA ATRIA,238877,na,na,na,na,86204
201415298H,ACRA,LE MINT'S DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/5/14,2014,28/5/14,LOCAL,172,EAST COAST ROAD,na,na,na,428878,na,na,31/7/25,30/7/24,86204
53262989B,ACRA,SHENTON DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,29/5/14,2014,29/5/14,LOCAL,1,COLEMAN STREET,3,20,THE ADELPHI,179803,na,na,na,na,86204
201416000N,ACRA,LIEW DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/6/14,2014,2/6/14,LOCAL,119,ALJUNIED AVENUE 2,1,80/82,na,380119,na,na,31/7/19,23/7/18,86204
201415973K,ACRA,ORTHOTROPICS ASIA PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/6/14,2014,2/6/14,LOCAL,435,ORCHARD ROAD,15,2,WISMA ATRIA,238877,na,na,31/1/17,2/6/16,86204
201416355R,ACRA,ORIGIN CONSULTANTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/6/14,2014,5/6/14,LOCAL,7500A,BEACH ROAD,5,319,THE PLAZA,199591,na,na,31/12/24,28/12/23,86204
53263765L,ACRA,AIM DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,6/6/14,2014,6/6/14,LOCAL,10,KAKI BUKIT ROAD 1,1,3,KB INDUSTRIAL BUILDING,416175,na,na,na,na,86204
201417278R,ACRA,MEDINA DENTAL GROUP PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,13/6/14,2014,13/6/14,LOCAL,101,CECIL STREET,17,12,TONG ENG BUILDING,69533,na,na,31/7/25,31/7/24,86204
201418033W,ACRA,28 DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/6/14,2014,20/6/14,LOCAL,18,AIDA STREET,na,na,na,459990,na,na,30/6/25,28/6/24,86204
201418109Z,ACRA,CT DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,22/6/14,2014,22/6/14,LOCAL,88,ENG KONG ROAD,na,na,ENG KONG PARK,599066,na,na,31/1/19,29/12/17,86204
201418231E,ACRA,BIG SMILE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,23/6/14,2014,23/6/14,LOCAL,2,WOODLEIGH CLOSE,2,7,8@WOODLEIGH,357900,na,na,31/10/16,3/7/15,86204
201418394H,ACRA,NUFFIELD HOLDINGS PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,25/6/14,2014,25/6/14,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,26/7/24,86204
201418501K,ACRA,SPERA PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,25/6/14,2014,25/6/14,LOCAL,109C,EDGEDALE PLAINS,8,125,na,823109,na,na,31/1/20,1/1/19,86204
201418815K,ACRA,DENTALTALK (UBI) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,28/6/14,2014,28/6/14,LOCAL,10,KAKI BUKIT AVENUE 4,6,73,PREMIER @ KAKI BUKIT,415874,na,na,31/10/22,25/10/21,86204
201418850G,ACRA,SMILE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,29/6/14,2014,29/6/14,LOCAL,88,ENG KONG ROAD,na,na,ENG KONG PARK,599066,na,na,31/12/19,28/12/18,86204
201419248K,ACRA,CREST DENTAL SURGERY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,1/7/14,2014,1/7/14,LOCAL,101,CECIL STREET,17,12,TONG ENG BUILDING,69533,na,na,31/7/25,31/7/24,86204
201419036G,ACRA,TLIMS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/7/14,2014,1/7/14,LOCAL,637,VEERASAMY ROAD,2,107,na,200637,na,na,31/1/19,4/1/18,86204
201419551K,ACRA,BERNARD TAN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,3/7/14,2014,3/7/14,LOCAL,63A,LENGKOK BAHRU,1,376,LENGKOK BAHRU HEIGHTS,151063,na,na,31/7/25,20/3/24,86204
201419532R,ACRA,HACHI DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,3/7/14,2014,3/7/14,LOCAL,12,LITTLE ROAD,4,2,na,536986,na,na,31/1/20,29/1/19,86204
201419928G,ACRA,DENTAL DESIGNS CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/7/14,2014,8/7/14,LOCAL,4,ROBINSON ROAD,3,1,THE HOUSE OF EDEN,48543,na,na,31/7/25,12/7/24,86204
201420405G,ACRA,SHINE AC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,11/7/14,2014,11/7/14,LOCAL,7,SERANGOON AVENUE 2,1,16,SUNGLADE,556133,na,na,31/1/21,30/1/20,86204
201420547N,ACRA,AFFORDABLE DENTAL IMPLANTS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,14/7/14,2014,14/7/14,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,29/7/24,86204
201420582K,ACRA,SMILES R US PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/7/14,2014,14/7/14,LOCAL,11,TANJONG KATONG ROAD,3,10,KINEX,437157,na,na,31/7/25,11/7/24,86204
201420924N,ACRA,YKB (MARINE PARADE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,16/7/14,2014,16/7/14,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
201421062H,ACRA,NUFFIELD DENTAL KOVAN PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,17/7/14,2014,17/7/14,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,26/7/24,86204
201421063Z,ACRA,NUFFIELD DENTAL SIMPANG BEDOK PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,17/7/14,2014,17/7/14,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,26/7/24,86204
53268014J,ACRA,I CARE DENTAL@AMK,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,18/7/14,2014,18/7/14,LOCAL,555,ANG MO KIO AVENUE 10,1,1942,CHENG SAN PLACE,560555,na,na,na,na,86204
201421715Z,ACRA,L. C. LIEN DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,24/7/14,2014,24/7/14,LOCAL,501,ORCHARD ROAD,5,3,WHEELOCK PLACE,238880,na,na,31/7/25,18/7/24,86204
201421839D,ACRA,AREAA PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,25/7/14,2014,25/7/14,LOCAL,1,TRAS LINK,2,7,ORCHID HOTEL,78867,na,na,31/7/22,21/4/21,86204
201421823E,ACRA,DENTAL TECHNOPRISE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,25/7/14,2014,25/7/14,LOCAL,1,BROOKE ROAD,3,4,KATONG PLAZA,429979,na,na,31/1/19,12/4/18,86204
201422879K,ACRA,WH DENTAL SURGEONS (PUNGGOL) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,5/8/14,2014,5/8/14,LOCAL,198,PUNGGOL FIELD,2,1,na,820198,na,na,7/3/16,na,86204
201422971W,ACRA,COCO DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/8/14,2014,6/8/14,LOCAL,8,JALAN GRISEK,0,0,na,419438,na,na,31/7/25,26/7/24,86204
201422961E,ACRA,LUMINOUS DENTAL CLINIC @ TAMPINES PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,6/8/14,2014,6/8/14,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/23,11/7/24,86204
201423054K,ACRA,I CARE DENTAL GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/8/14,2014,7/8/14,LOCAL,702,GEYLANG ROAD,na,na,na,389618,na,na,31/1/17,29/1/16,86204
201423287K,ACRA,LITTLEA PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,8/8/14,2014,8/8/14,LOCAL,3,BIDEFORD ROAD,8,4,RICHMOND PARK,229920,na,na,29/2/20,21/2/19,86204
201423596R,ACRA,NEUSMILE DENTAL GROUP (KOVAN) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/8/14,2014,12/8/14,LOCAL,988,UPPER SERANGOON ROAD,1,23,STARS OF KOVAN,534733,na,na,28/2/26,28/2/25,86204
201423807R,ACRA,DENTALPRO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,14/8/14,2014,14/8/14,LOCAL,18,JALAN MEMBINA,1,5,TIONG BAHRU COURT,164018,na,na,31/1/24,9/11/22,86204
201423862W,ACRA,GENESIS DENTAL SOLUTIONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,14/8/14,2014,14/8/14,LOCAL,65,LORONG G TELOK KURAU,2,2,SUNNY PALMS,426323,na,na,1/12/19,5/2/18,86204
201425047D,ACRA,DE PACIFIC DENTAL GROUP (BALESTIER) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/8/14,2014,26/8/14,LOCAL,541,ORCHARD ROAD,14,3,LIAT TOWERS,238881,na,na,28/2/26,12/2/25,86204
201425364Z,ACRA,CLEMENTI DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/8/14,2014,28/8/14,LOCAL,431,CLEMENTI AVENUE 3,1,324,na,120431,na,na,28/2/26,6/1/25,86204
201425658N,ACRA,GENTLE LDD CENTER PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/9/14,2014,1/9/14,LOCAL,401,RIVER VALLEY ROAD,na,na,na,248299,na,na,31/3/20,27/1/19,86204
201426648W,ACRA,NEUA DENTAL PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/9/14,2014,8/9/14,LOCAL,321,ALEXANDRA ROAD,2,17,ALEXANDRA CENTRAL,159971,na,na,31/7/25,29/7/24,86204
201426779C,ACRA,NIVAAN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/9/14,2014,9/9/14,LOCAL,14,HARVEY AVENUE,0,0,na,489484,na,na,31/3/21,30/3/20,86204
201426953Z,ACRA,PW DENTAL GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/9/14,2014,10/9/14,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/25,25/7/24,86204
53275197C,ACRA,SAHN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,18/9/14,2014,18/9/14,LOCAL,17,BALMEG HILL,4,33,THE PEAK @ BALMEG,119919,na,na,na,na,86204
201428923N,ACRA,SEGAR VALE DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,29/9/14,2014,29/9/14,LOCAL,547,SEGAR ROAD,1,4,SEGAR VALE,670547,na,na,31/3/26,18/3/25,86204
201428944K,ACRA,BLANC PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,30/9/14,2014,30/9/14,LOCAL,17,BALMEG HILL,4,33,THE PEAK @ BALMEG,119919,na,na,31/3/19,26/1/18,86204
201429204N,ACRA,STAR DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/10/14,2014,1/10/14,LOCAL,45,PASIR PANJANG HILL,2,15,HORIZON RESIDENCES,118864,na,na,30/4/19,18/1/18,86204
201429850C,ACRA,THMHT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/10/14,2014,7/10/14,LOCAL,46,SOUTH BRIDGE ROAD,4,2,KINGLY BUILDING,58679,na,na,8/5/16,na,86204
201430516D,ACRA,THE DENTAL BOUTIQUE @ BEDOK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/10/14,2014,13/10/14,LOCAL,204,BEDOK NORTH STREET 1,1,401,na,460204,na,na,30/4/25,26/4/24,86204
201430761C,ACRA,CLIFF ONG & ASSOCIATE @ UE SQUARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/10/14,2014,15/10/14,LOCAL,81,CLEMENCEAU AVENUE,3,20A,UE SQUARE,239917,na,na,30/4/25,1/4/24,86204
53278819B,ACRA,C & A DENTAL STUDIO @ UE SQUARE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,15/10/14,2014,15/10/14,LOCAL,81,CLEMENCEAU AVENUE,3,20A,UE SQUARE,239917,na,na,na,na,86204
201431086R,ACRA,PURE NZ DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/10/14,2014,17/10/14,LOCAL,62,JALAN JURONG KECHIL,na,na,JK BUILDING,598584,na,na,30/4/25,23/4/24,86204
53279447L,ACRA,TUAS DENTAL CENTRE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,20/10/14,2014,20/10/14,LOCAL,70,TUAS SOUTH AVENUE 1,01-,10,TUAS VIEW DORMITORY,637285,na,na,na,na,86204
53279737W,ACRA,TOOTHLIFE DENTAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,23/10/14,2014,23/10/14,LOCAL,119,ALJUNIED AVENUE 2,1,70,na,380119,na,na,na,na,86204
53281055D,ACRA,LM ALIGNMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,1/11/14,2014,1/11/14,LOCAL,3007,UBI ROAD 1,5,408,KAMPONG UBI INDUSTRIAL ESTATE,408701,na,na,na,na,86204
201432727H,ACRA,DAY SURGERY CENTRE (DENTAL) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,3/11/14,2014,3/11/14,LOCAL,465,EAST COAST ROAD,na,na,na,429038,na,na,30/6/25,28/6/24,86204
201433766E,ACRA,JURONG POINT DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/11/14,2014,11/11/14,LOCAL,1,JURONG WEST CENTRAL 2,B1,20D,JURONG POINT,648886,na,na,11/6/16,na,86204
201434440G,ACRA,NEW LIFE DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,18/11/14,2014,18/11/14,LOCAL,218,BEDOK NORTH STREET 1,1,29,na,460218,na,na,31/5/25,1/4/24,86204
53283692L,ACRA,COAST DENTAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,24/11/14,2014,24/11/14,LOCAL,81,TAMPINES AVENUE 1,9,20,WATERVIEW,528685,na,na,na,na,86204
53283835A,ACRA,JEE DENTAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,25/11/14,2014,25/11/14,LOCAL,41,CHOA CHU KANG LOOP,14,12,THE WARREN,689677,na,na,na,na,86204
53284221M,ACRA,SWISSDENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,27/11/14,2014,27/11/14,LOCAL,712,BEDOK RESERVOIR ROAD,11,3922,BEDOK RESERVOIR GARDEN,470712,na,na,na,na,86204
201436285R,ACRA,BRI DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/12/14,2014,5/12/14,LOCAL,781,BUKIT TIMAH ROAD,na,na,na,269759,na,na,30/4/25,13/1/24,86204
201436512W,ACRA,FULLERTON DENTAL GROUP PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,8/12/14,2014,8/12/14,LOCAL,6,RAFFLES BOULEVARD,3,308,MARINA SQUARE,39594,na,na,31/7/22,14/1/22,86204
201436493R,ACRA,MANCHESTER DENTAL CARE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,8/12/14,2014,8/12/14,LOCAL,631,BEDOK RESERVOIR ROAD,1,946,EUNOS GROVE,470631,na,na,31/7/25,27/6/24,86204
201436676M,ACRA,THE DENTAL BOUTIQUE @ KATONG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,10/12/14,2014,10/12/14,LOCAL,33,POOLE ROAD,na,na,na,437524,na,na,30/4/20,25/4/19,86204
201437006M,ACRA,LUMINOSO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,12/12/14,2014,12/12/14,LOCAL,81,COMPASSVALE BOW,9,1,JEWEL @ BUANGKOK,544823,na,na,30/6/20,29/5/19,86204
201437289R,ACRA,DENTALTOWN (GSM) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Gazetted To Be Struck Off,Non-Active,16/12/14,2014,16/12/14,LOCAL,10,KAKI BUKIT AVENUE 4,6,73,PREMIER @ KAKI BUKIT,415874,na,na,31/10/25,24/10/24,86204
201437296R,ACRA,DENTALFAMILY (PIONEER) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,16/12/14,2014,16/12/14,LOCAL,959,JURONG WEST STREET 92,1,162,na,640959,na,na,31/7/25,27/7/24,86204
53286242B,ACRA,ACCUDENT DENTAL LAB,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,Non-Active,17/12/14,2014,17/12/14,LOCAL,3023,UBI ROAD 3,2,17,UBIPLEX 1,408663,na,na,na,na,86204
201437547G,ACRA,NUFFIELD DENTAL SIGLAP PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,18/12/14,2014,18/12/14,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,26/7/24,86204
53286871D,ACRA,HOUGANG GREEN DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,23/12/14,2014,23/12/14,LOCAL,21,HOUGANG STREET 51,2,18,HOUGANG GREEN SHOPPING MALL,538719,na,na,na,na,86204
201438349R,ACRA,LUMINOUS DENTAL CLINIC @ BEDOK MALL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,30/12/14,2014,30/12/14,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/23,11/7/24,86204
53287443M,ACRA,PT DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,31/12/14,2014,31/12/14,LOCAL,252,JURONG EAST STREET 24,1,133,YUHUA VILLAGE,600252,na,na,na,na,86204
201500181H,ACRA,WORPLE CARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,2/1/15,2015,2/1/15,LOCAL,53,ELLINGTON SQUARE,na,na,WELLINGTON PARK,568960,na,na,31/7/25,30/7/24,86204
201500521K,ACRA,TAI DENTAL SURGERY (CHAI CHEE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/1/15,2015,5/1/15,LOCAL,25A,CHAI CHEE ROAD,1,465,na,461025,na,na,31/7/25,5/6/24,86204
201500524D,ACRA,TAI DENTAL SURGERY (CITY PLAZA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/1/15,2015,5/1/15,LOCAL,511,GUILLEMARD ROAD,1,10,GRANDLINK SQUARE,399849,na,na,31/7/25,5/6/24,86204
201500739Z,ACRA,ADVANCED DENTAL CLINIC LOYANG PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,7/1/15,2015,7/1/15,LOCAL,259,PASIR RIS STREET 21,2,32,LOYANG POINT,510259,na,na,31/7/25,19/7/24,86204
201500966N,ACRA,TLC ORTHODONTICS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/1/15,2015,8/1/15,LOCAL,360,ORCHARD ROAD,5,5,INTERNATIONAL BUILDING,238869,na,na,31/7/25,21/5/24,86204
201501207D,ACRA,ADVENT DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/1/15,2015,12/1/15,LOCAL,286D,TOH GUAN ROAD,9,6,na,604286,na,na,31/7/25,27/7/24,86204
201501168R,ACRA,EMBERLYNN DENTAL SERVICES PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,12/1/15,2015,12/1/15,LOCAL,263,SERANGOON CENTRAL DRIVE,1,71,na,550263,na,na,31/7/20,20/6/19,86204
201501280H,ACRA,SMILEPOINT DENTAL CENTRE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/1/15,2015,12/1/15,LOCAL,43,JALAN MERAH SAGA,1,64,na,278115,na,na,31/7/25,2/7/24,86204
201501313G,ACRA,ALLSMILES DENTAL CARE PLUS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/1/15,2015,13/1/15,LOCAL,15A,PARBURY AVENUE,na,na,na,467332,na,na,31/7/25,19/7/24,86204
201501387Z,ACRA,PHOENIX DENTAL SURGERY (MARINE PARADE CENTRAL) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,13/1/15,2015,13/1/15,LOCAL,4,SPRINGSIDE LINK,na,na,na,786639,na,na,13/11/17,15/1/16,86204
201501406C,ACRA,TAI DENTAL SURGERY (ANG MO KIO) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/1/15,2015,14/1/15,LOCAL,416,ANG MO KIO AVENUE 10,1,1001,TECK GHEE HEARTLANDS,560416,na,na,31/7/25,6/5/24,86204
201501722G,ACRA,ADVANCED DENTAL CLINIC TOA PAYOH PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,16/1/15,2015,16/1/15,LOCAL,19,LORONG 7 TOA PAYOH,1,270,KIM KEAT PALM,310019,na,na,31/7/25,29/7/24,86204
201501996H,ACRA,SMILE DOCTOR @ PUNGGOL CENTRAL (PTE.) LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/1/15,2015,20/1/15,LOCAL,133,JURONG GATEWAY ROAD,1,291,na,600133,na,na,31/7/25,21/6/24,86204
